Year,State,Auto,Business,Debt,Home,Medical,Other/NA,Personal,Student,Taxes,Vacation,Wedding,FIPS
2009,NY,8475.0,57900.0,306038.0,13300.0,0.0,50600.0,0.0,17800.0,0.0,0.0,0.0,US36
2009,OH,13700.0,2500.0,110198.0,47400.0,0.0,39190.0,0.0,14000.0,0.0,0.0,0.0,US39
2009,OK,2200.0,6500.0,40475.0,16506.0,0.0,8000.0,0.0,7120.0,0.0,0.0,0.0,US40
2009,OR,1000.0,38900.0,71955.0,10990.0,0.0,62375.0,0.0,6900.0,0.0,0.0,0.0,US41
2009,PA,24300.0,16900.0,123100.0,28900.0,0.0,37800.0,0.0,10000.0,0.0,0.0,0.0,US42
2009,RI,0.0,0.0,3500.0,12000.0,0.0,2000.0,0.0,7000.0,0.0,0.0,0.0,US44
2009,SC,1200.0,32550.0,43332.0,10175.0,0.0,7500.0,0.0,5000.0,0.0,0.0,0.0,US45
2009,SD,6500.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US46
2009,TN,6600.0,1000.0,77000.0,20200.0,0.0,11500.0,0.0,5500.0,0.0,0.0,0.0,US47
2009,TX,15600.0,82714.0,281443.0,12000.0,0.0,89690.0,0.0,22450.0,0.0,0.0,0.0,US48
2009,UT,13000.0,12000.0,31250.0,2000.0,0.0,23900.0,0.0,5700.0,0.0,0.0,0.0,US49
2009,VA,6850.0,31500.0,159500.0,46600.0,0.0,39062.0,0.0,9985.0,0.0,0.0,0.0,US51
2009,VT,0.0,8500.0,1000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,US50
2009,WA,19200.0,66780.0,135099.0,30500.0,0.0,60177.0,0.0,7000.0,0.0,0.0,0.0,US53
2009,WI,3400.0,41150.0,64000.0,12000.0,0.0,20800.0,0.0,5000.0,0.0,0.0,0.0,US55
2009,WV,0.0,0.0,43250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US54
2009,WY,3750.0,1000.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,US56
2010,AK,0.0,0.0,28200.0,4500.0,0.0,10500.0,0.0,6500.0,0.0,0.0,0.0,US02
2010,AL,20500.0,36000.0,166400.0,51600.0,0.0,96764.0,0.0,4500.0,0.0,0.0,0.0,US01
2010,AR,11550.0,8000.0,93350.0,4000.0,0.0,34622.0,0.0,0.0,0.0,0.0,0.0,US05
2010,AZ,14350.0,48500.0,221720.0,62650.0,0.0,74651.0,0.0,9200.0,0.0,0.0,0.0,US04
2010,CA,153100.0,433712.0,2025693.0,239330.0,0.0,639865.0,0.0,65100.0,0.0,0.0,0.0,US06
2010,CO,9000.0,42600.0,282530.0,35600.0,0.0,177050.0,0.0,5500.0,0.0,0.0,0.0,US08
2010,CT,7200.0,20000.0,302150.0,20000.0,0.0,84899.0,0.0,10000.0,0.0,0.0,0.0,US09
2010,DC,2000.0,0.0,61400.0,21000.0,0.0,18200.0,0.0,0.0,0.0,0.0,0.0,US11
2010,DE,0.0,5000.0,54100.0,11000.0,0.0,10500.0,0.0,0.0,0.0,0.0,0.0,US10
2010,FL,70800.0,183690.0,829481.0,179400.0,0.0,302374.0,0.0,36700.0,0.0,0.0,0.0,US12
2010,GA,77000.0,179880.0,513325.0,194100.0,0.0,303050.0,0.0,23500.0,0.0,0.0,0.0,US13
2010,HI,0.0,0.0,15100.0,14500.0,0.0,7500.0,0.0,4000.0,0.0,0.0,0.0,US15
2010,ID,12450.0,17000.0,115599.0,16000.0,0.0,28250.0,0.0,0.0,0.0,0.0,0.0,US16
2010,IL,78600.0,126774.0,858084.0,172697.0,0.0,279959.0,0.0,17165.0,0.0,0.0,0.0,US17
